vOTU,GENOME_LENGTH,GENOME_COVERAGE,NEAR_COMPLETE,ORDER,FAMILY,GENUS,NOVEL_GENUS,SPECIES,NOVEL_SPECIES,HOST_GENBANK_ACCESSION,HOST_GENUS,HOST_NAME,VC,SUBCLUSTER,REF_PHAGES_IN_VC,VC_IDENTITY,C1RH_J,C1RH_M,C1RH_N,C1RO_J,C1RO_M,C1S_J,C1S_M,C1S_N,C2RH_J,C2RH_M,C2RH_N,C2RO_J,C2RO_M,C2RO_N,C2S_J,C2S_M,C2S_N,C3RH_J,C3RH_M,C3RH_N,C3RO_J,C3RO_M,C3RO_N,C3S_J,C3S_M,C3S_N,C4RH_J,C4RH_M,C4RH_N,C4RO_M,C4RO_N,C4S_J,C4S_M,C4S_N,V1RH_J,V1RH_M,V1RH_N,V1RO_J,V1RO_N,V1S_J,V1S_M,V1S_N,V2RH_J,V2RH_N,V2RO_M,V2RO_N,V2S_J,V2S_M,V2S_N,V3RH_J,V3RH_M,V3RH_N,V3RO_J,V3RO_M,V3RO_N,V3S_J,V3S_M,V3S_N,V4RH_J,V4RH_M,V4RH_N,V4RO_J,V4RO_M,V4RO_N,V4S_J,V4S_M,V4S_N
ssRNA_70675,3196,4.205104,YES,Timlovirales,Steitzviridae,Genus_364,YES,Species_1845,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_127272,3562,3.293916,NO,Norzivirales,Atkinsviridae,Genus_926,YES,Species_2773,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,2050,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_52719,2370,6.696405,YES,Timlovirales,Steitzviridae,Genus_22,YES,Species_1678,YES,NA,NA,NA,2530,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_16643,2759,3.150111,NO,Norzivirales,Fiersviridae,Genus_211,NO,Species_2972,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,2474,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,112,0,0,0,0,0,0
ssRNA_127273,3561,4.866571,YES,Norzivirales,Atkinsviridae,Genus_918,YES,Species_2583,YES,NA,NA,NA,2613,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_41550,3610,5.892928,YES,Timlovirales,Steitzviridae,Genus_529,YES,Species_1665,YES,NA,NA,NA,1948,0,NO,OUTLIER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_47528,4231,74.164029,YES,Timlovirales,Steitzviridae,Genus_117,NO,Species_693,YES,NA,NA,NA,1926,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_118333,4304,5.976432,YES,Norzivirales,Fiersviridae,Genus_835,YES,Species_2414,YES,NA,NA,NA,2330,0,NO,OUTLIER,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_78047,4569,27.193434,YES,Timlovirales,Steitzviridae,Genus_185,NO,Species_456,YES,NA,NA,NA,1807,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_16644,2758,17.699296,YES,Timlovirales,Steitzviridae,Genus_115,YES,Species_1409,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_127274,3559,6.166953,NO,Timlovirales,Steitzviridae,Genus_189,NO,Species_1515,YES,NA,NA,NA,1806,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_51464,2635,4.763403,YES,Timlovirales,Steitzviridae,Genus_186,YES,Species_441,YES,NA,NA,NA,2139,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ssRNA_127275,3556,4.451216,NO,Timlovirales,Steitzviridae,Genus_91,NO,Species_947,YES,NA,NA,NA,1939,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_16645,2756,15.639332,YES,Timlovirales,Steitzviridae,Genus_115,YES,Species_1409,YES,NA,NA,NA,1676,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_134718,2858,2.843516,NO,Norzivirales,Fiersviridae,Genus_712,NO,Species_2088,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_41551,3605,1171.20316,YES,Norzivirales,Fiersviridae,Genus_709,YES,Species_2080,YES,NA,NA,NA,2154,0,NO,VC,0,0,0,0,0,0,0,0,2652,0,0,56,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_105352,2267,2.334995,NO,Timlovirales,Steitzviridae,Genus_115,YES,Species_1091,YES,NA,NA,NA,1892,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_84573,2559,2.431545,NO,Timlovirales,Steitzviridae,Genus_237,YES,Species_3031,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_123659,2605,6.791438,YES,Norzivirales,Fiersviridae,Genus_84,YES,Species_236,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,2464,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_16646,2754,5.14482,NO,Timlovirales,Steitzviridae,Genus_8,YES,Species_30,YES,NA,NA,NA,2633,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,20,0,0,0,0,0,31,16,29,14,0,0,0,0,0,20,0,16
ssRNA_72304,1112,2.368221,NO,Timlovirales,Steitzviridae,Genus_59,NO,Species_176,YES,GCA_002804305.1,Candidatus,Candidatus Hodgkinia cicadicola,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,60,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_29772,3676,4.741222,YES,Norzivirales,Fiersviridae,Genus_920,NO,Species_2784,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,2085,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
ssRNA_134472,3716,23.056908,YES,Norzivirales,Fiersviridae,Genus_681,NO,Species_2318,NO,NA,NA,NA,2382,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,25,2,0,4,0,1,11,123,0,5,8,0,0,0,3,11,125,10,16,20,0,0,0,8,4,78
ssRNA_95747,3729,4.888283,YES,Norzivirales,Fiersviridae,Genus_84,YES,Species_998,YES,NA,NA,NA,1985,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_42463,4185,6.418768,YES,Timlovirales,Steitzviridae,Genus_29,YES,Species_134,YES,NA,NA,NA,1929,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_47529,4230,48.225714,YES,Timlovirales,Steitzviridae,Genus_117,NO,Species_693,YES,NA,NA,NA,NA,NA,NA,NA,13,0,7,0,0,29,3,7,3,0,0,0,0,0,13,0,0,14,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_118334,4298,4.572811,YES,Norzivirales,Fiersviridae,Genus_674,NO,Species_2058,YES,NA,NA,NA,1693,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_6550,4477,10.706069,YES,Timlovirales,Blumeviridae,Genus_294,NO,Species_825,YES,NA,NA,NA,3016,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_18147,2658,2.573682,YES,Norzivirales,Fiersviridae,Genus_798,NO,Species_2447,YES,NA,NA,NA,NA,NA,NA,NA,6,0,9,0,0,0,0,0,9,0,0,0,0,0,11,0,0,14,0,0,0,0,0,0,0,0,31,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_14002,2808,31.16697,NO,Norzivirales,Fiersviridae,Genus_931,YES,Species_2613,YES,NA,NA,NA,1955,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,2,0,3,0,0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_126774,2397,2.499145,YES,Timlovirales,Steitzviridae,Genus_95,YES,Species_253,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ssRNA_51465,2630,2.774231,NO,Timlovirales,Steitzviridae,Genus_111,YES,Species_754,YES,NA,NA,NA,2502,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ssRNA_52721,2364,50.058619,YES,Timlovirales,Steitzviridae,Genus_151,YES,Species_365,YES,NA,NA,NA,3085,0,NO,OUTLIER,0,0,0,0,0,164,19,13,30,0,0,0,0,0,30,0,0,10,0,0,0,0,0,40,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_59296,3605,5.622178,YES,Norzivirales,Fiersviridae,Genus_937,YES,Species_2630,YES,NA,NA,NA,3188,0,NO,VC,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_7963,2512,5.196086,YES,Norzivirales,Fiersviridae,Genus_739,YES,Species_2840,YES,GCA_002844665.1,Candidatus,Candidatus Hodgkinia cicadicola,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_59297,3605,5.171558,YES,Norzivirales,Fiersviridae,Genus_310,NO,Species_1280,YES,NA,NA,NA,2353,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ssRNA_21378,3388,5.663661,NO,Norzivirales,Fiersviridae,Genus_775,NO,Species_2873,YES,NA,NA,NA,NA,NA,NA,NA,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_123879,2853,6.161417,YES,Timlovirales,Steitzviridae,Genus_169,YES,Species_2974,YES,NA,NA,NA,1881,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_41553,3596,6.863932,NO,Timlovirales,Steitzviridae,Genus_166,YES,Species_400,YES,NA,NA,NA,2939,0,NO,OUTLIER,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_69396,3604,15.483206,YES,Norzivirales,Fiersviridae,Genus_883,YES,Species_2631,YES,NA,NA,NA,2128,0,NO,OUTLIER,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_98339,2937,11.302503,YES,Norzivirales,Fiersviridae,Genus_530,YES,Species_1668,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,2903,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_70676,3181,2.936859,NO,Timlovirales,Steitzviridae,Genus_171,NO,Species_539,YES,GCA_002844105.1,Candidatus,Candidatus Hodgkinia cicadicola,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_129619,1268,2.992543,NO,Timlovirales,Steitzviridae,Genus_176,YES,Species_2486,YES,GCA_002859165.1,Candidatus,Candidatus Hodgkinia cicadicola,2670,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_134473,3716,6.015048,YES,Timlovirales,Steitzviridae,Genus_189,NO,Species_1436,YES,NA,NA,NA,1834,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_118335,4297,4.422568,YES,Timlovirales,Fiersviridae,Genus_43,YES,Species_142,YES,NA,NA,NA,1934,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_78048,4562,25.44279,YES,Timlovirales,Steitzviridae,Genus_185,NO,Species_456,YES,NA,NA,NA,1807,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_52427,2193,2.590056,YES,Norzivirales,Fiersviridae,Genus_781,NO,Species_3255,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
ssRNA_108060,2554,3.001203,YES,Norzivirales,Fiersviridae,Genus_484,YES,Species_2103,YES,NA,NA,NA,1785,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_70677,3179,15.259782,NO,Timlovirales,Steitzviridae,Genus_241,YES,Species_588,YES,NA,NA,NA,2220,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ssRNA_44612,1256,1.734728,NO,Timlovirales,Steitzviridae,Genus_144,NO,Species_1208,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_129900,2090,5.336126,YES,Timlovirales,Steitzviridae,Genus_0,NO,Species_46,YES,NA,NA,NA,1589,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,5,0,0,3,1,7,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,9,2,5,0,0,0,9,0,23
ssRNA_116734,1195,2.525573,NO,Timlovirales,Steitzviridae,Genus_164,YES,Species_838,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_41554,3593,10.757928,YES,Norzivirales,Fiersviridae,Genus_817,YES,Species_2364,YES,NA,NA,NA,2612,0,NO,OUTLIER,0,0,0,0,0,0,0,0,581,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_69397,3601,6.405085,YES,Timlovirales,Steitzviridae,Genus_335,YES,Species_888,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_51467,2626,2.419493,YES,Timlovirales,Steitzviridae,Genus_10,YES,Species_131,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,3215,0,NO,VC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0
ssRNA_127277,3541,4.528448,YES,Timlovirales,Steitzviridae,Genus_81,NO,Species_357,YES,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_69398,3600,16.854196,YES,Norzivirales,Fiersviridae,Genus_709,YES,Species_2410,YES,NA,NA,NA,1667,0,NO,VC,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_726,3082,5.176763,NO,Timlovirales,Steitzviridae,Genus_227,NO,Species_553,YES,NA,NA,NA,1869,0,NO,VC,0,0,4,0,0,0,1,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_41555,3592,6.444067,YES,Norzivirales,Fiersviridae,Genus_950,YES,Species_2783,YES,NA,NA,NA,1798,0,NO,OUTLIER,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ssRNA_58900,2683,3.648741,NO,Timlovirales,Steitzviridae,Genus_12,NO,Species_66,YES,NA,NA,NA,2746,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,8,0,11,0,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,0,3
ssRNA_123455,2862,50.357372,NO,Norzivirales,Fiersviridae,Genus_509,NO,Species_1713,YES,NA,NA,NA,1639,0,NO,OUTLIER,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_127278,3539,15.374353,YES,Norzivirales,Fiersviridae,Genus_530,YES,Species_2350,YES,GCA_002844315.1,Candidatus,Candidatus Hodgkinia cicadicola,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ssRNA_123456,2862,48.690468,NO,Norzivirales,Fiersviridae,Genus_509,NO,Species_1713,YES,NA,NA,NA,1639,0,NO,OUTLIER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
