VC,Size,Internal Weight,External Weight,Quality,P-value,Min Dist,Max Dist,Total Dist,Below Thres,Taxon Prediction Score,Avg Dist,Genera,Families,Orders,Members
VC_2828_0,4,63.00651286,0,1,0,0,0,6,6,1,0,1,1,1,"ssRNA_138396,ssRNA_35407,ssRNA_49912,ssRNA_78333"
VC_2829_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_138397,ssRNA_63448"
VC_282_0,1,0,1205.4675,0,0,0,0,1,1,1,0,1,1,1,MK448750
VC_282_1,1,0,1454.760312,0,0,0,0,1,1,1,0,1,1,1,MK448995
VC_282_2,2,98.82901316,2734.854377,0.034876519,0.043092018,7.348469228,7.348469228,1,1,1,7.348469228,1,1,1,"MK448740,MK448917"
VC_282_3,19,10735.465,24785.07508,0.302232595,4.77E-94,1,9.695359715,171,147,0.859649123,8.090104792,1,2,2,"MK448675,MK448676,MK448688,MK448690,MK448694,MK448772,MK448778,MK448782,MK448850,MK448859,MK448877,MK448931,MK448955,MK448962,MK448966,MK448973,MK448975,MK449004,Streptococcus~phage~315.2"
VC_2830_0,8,173.8513672,0,1,1,0,0,28,28,1,0,1,1,1,"ssRNA_138398,ssRNA_138409,ssRNA_25965,ssRNA_40045,ssRNA_45636,ssRNA_61783,ssRNA_63803,ssRNA_8858"
VC_2831_0,9,223.5231864,0,1,1,0,0,36,36,1,0,1,1,1,"ssRNA_138406,ssRNA_19508,ssRNA_1987,ssRNA_27168,ssRNA_28955,ssRNA_8140,ssRNA_87050,ssRNA_9402,ssRNA_94271"
VC_2832_0,6,21.6366466,0,1,1,0,0,15,15,1,0,1,1,1,"ssRNA_138592,ssRNA_45002,ssRNA_51899,ssRNA_61641,ssRNA_71427,ssRNA_89488"
VC_2833_0,9,218.7067065,0,1,0,0,0,36,36,1,0,1,1,1,"ssRNA_138623,ssRNA_21373,ssRNA_28702,ssRNA_35406,ssRNA_36365,ssRNA_49913,ssRNA_65359,ssRNA_97282,ssRNA_97283"
VC_2834_0,6,21.6366466,0,1,1,0,0,15,15,1,0,1,1,1,"ssRNA_138717,ssRNA_30710,ssRNA_55328,ssRNA_80397,ssRNA_85050,ssRNA_87596"
VC_2835_0,3,20.86028903,5.004859276,0.806501814,0.5,0,1.414213562,3,3,1,0.942809042,1,1,1,"ssRNA_138720,ssRNA_45479,ssRNA_69412"
VC_2836_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_138721,ssRNA_98328"
VC_2837_0,1,0,32.85096529,0,0,0,0,1,1,1,0,1,1,1,ssRNA_83695
VC_2838_0,4,8.654658639,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_138724,ssRNA_14454,ssRNA_31153,ssRNA_58604"
VC_2839_0,5,14.42443107,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_138726,ssRNA_17648,ssRNA_40069,ssRNA_46075,ssRNA_6607"
VC_283_0,2,230.8605228,2191.009084,0.095323267,0.042691679,0,0,1,1,1,0,1,1,1,"MK448832,MK449008"
VC_2840_0,3,15.42281594,0,1,0,0,0,3,3,1,0,1,1,1,"ssRNA_138734,ssRNA_40845,ssRNA_50294"
VC_2841_0,6,21.6366466,0,1,1,0,0,15,15,1,0,1,1,1,"ssRNA_138743,ssRNA_20636,ssRNA_28649,ssRNA_3347,ssRNA_55632,ssRNA_87493"
VC_2842_0,5,14.42443107,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_138772,ssRNA_17426,ssRNA_22766,ssRNA_55272,ssRNA_90551"
VC_2843_0,6,90.66904411,4.208984835,0.95563794,0.056606055,0,1.414213562,15,15,1,0.71045695,1,1,1,"ssRNA_139099,ssRNA_36143,ssRNA_51278,ssRNA_55310,ssRNA_57484,ssRNA_58886"
VC_2844_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_139273,ssRNA_73978"
VC_2845_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_139505,ssRNA_52922"
VC_2846_0,3,4.32732932,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_1396,ssRNA_70803,ssRNA_82220"
VC_2847_0,4,74.54365056,0,1,0,0,1,6,6,1,0.5,1,1,1,"ssRNA_139664,ssRNA_5205,ssRNA_87728,ssRNA_99231"
VC_2848_0,4,8.654658639,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_139857,ssRNA_73588,ssRNA_9403,ssRNA_95154"
VC_2849_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_139858,ssRNA_97287"
VC_284_0,1,0,1905.64593,0,0,0,0,1,1,1,0,1,1,1,KT887557
VC_2850_0,7,132.574826,0,1,0,0,1.414213562,21,21,1,0.706115577,1,1,1,"ssRNA_14000,ssRNA_18874,ssRNA_46539,ssRNA_49710,ssRNA_52341,ssRNA_87046,ssRNA_96297"
VC_2851_0,6,93.134661,0,1,1,0,0,15,15,1,0,1,1,1,"ssRNA_14005,ssRNA_36647,ssRNA_37679,ssRNA_43608,ssRNA_60669,ssRNA_62294"
VC_2852_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_140242,ssRNA_21440"
VC_2853_0,3,17.42281222,5.004859276,0.776844454,0.172889293,0,1,3,3,1,0.666666667,1,1,1,"ssRNA_140245,ssRNA_63740,ssRNA_87051"
VC_2854_0,3,17.42281222,0,1,0,0,0,3,3,1,0,1,1,1,"ssRNA_140254,ssRNA_36148,ssRNA_39421"
VC_2855_0,5,83.53110738,0,1,0,0,1.414213562,10,10,1,0.565685425,1,1,1,"ssRNA_140367,ssRNA_1926,ssRNA_29916,ssRNA_50855,ssRNA_92709"
VC_2856_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_140370,ssRNA_48441"
VC_2857_0,3,18.6269322,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_140376,ssRNA_52365,ssRNA_94286"
VC_2858_0,14,565.0169434,0,1,1,0,0,91,91,1,0,1,1,1,"ssRNA_140511,ssRNA_23137,ssRNA_27909,ssRNA_28570,ssRNA_3967,ssRNA_39763,ssRNA_45315,ssRNA_47345,ssRNA_48778,ssRNA_59991,ssRNA_82190,ssRNA_86503,ssRNA_95762,ssRNA_99248"
VC_2859_0,7,30.29130524,0,1,1,0,0,21,21,1,0,1,1,1,"ssRNA_140726,ssRNA_24098,ssRNA_32980,ssRNA_44606,ssRNA_44664,ssRNA_66133,ssRNA_76189"
VC_285_0,3,429.2581839,2871.978606,0.130029504,0.001510161,2,7.615773106,3,3,1,5.69969596,1,1,1,"HG798806,MK819239,Pseudomonas~phage~vB_PaeP_Tr60_Ab31"
VC_2860_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_1408,ssRNA_62482"
VC_2861_0,11,341.493757,0,1,1,0,0,55,55,1,0,1,1,1,"ssRNA_140953,ssRNA_140954,ssRNA_22613,ssRNA_29233,ssRNA_29234,ssRNA_46921,ssRNA_46922,ssRNA_50444,ssRNA_90623,ssRNA_9121,ssRNA_9386"
VC_2862_0,1,0,43.75842926,0,0,0,0,1,1,1,0,1,1,1,ssRNA_58646
VC_2864_0,1,0,28.03458704,0,1,0,0,1,1,1,0,1,1,1,ssRNA_713
VC_2865_0,18,949.9735422,0,1,1,0,0,153,153,1,0,1,1,1,"ssRNA_141040,ssRNA_2500,ssRNA_2537,ssRNA_29230,ssRNA_39313,ssRNA_44177,ssRNA_49361,ssRNA_51606,ssRNA_5342,ssRNA_58169,ssRNA_61496,ssRNA_61838,ssRNA_71210,ssRNA_78340,ssRNA_86420,ssRNA_90297,ssRNA_97007,ssRNA_97204"
VC_2868_0,6,108.1574656,166.4306299,0.393889857,0.000304465,0,1,15,15,1,0.533333333,1,1,1,"ssRNA_44187,ssRNA_5979,ssRNA_62268,ssRNA_74317,ssRNA_81441,ssRNA_93631"
VC_286_0,6,2258.967417,12807.6657,0.1499318,2.02E-11,2.449489743,7.615773106,15,15,1,6.089843718,1,2,2,"HQ711984,JX403939,KU310943,MK511012,Pseudomonas~phage~YMC11/07/P54_PAE_BP,Pseudomonas~phage~phi297"
VC_286_1,20,28998.52649,24506.27704,0.54197987,8.23E-101,0,9.219544457,190,169,0.889473684,6.087530931,1,2,2,"KM389210,KM389212,KM389463,KU199710,MK511001,MK511002,MK511003,MK511004,MK511005,MK511006,MK511007,MK511008,MK511009,MK511010,MK511011,MK511013,MK511014,MK511015,MK511016,Pseudomonas~phage~JBD44"
VC_2870_0,6,133.5300012,0,1,0,0,1,15,15,1,0.333333333,1,1,1,"ssRNA_141126,ssRNA_26341,ssRNA_46283,ssRNA_48682,ssRNA_65356,ssRNA_86807"
VC_2871_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_141247,ssRNA_66727"
VC_2872_0,7,135.7095891,0,1,0,0,1.414213562,21,21,1,0.880251494,1,1,1,"ssRNA_14407,ssRNA_29222,ssRNA_42869,ssRNA_58180,ssRNA_69755,ssRNA_69796,ssRNA_85916"
VC_2873_0,5,14.42443107,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_14423,ssRNA_40944,ssRNA_54400,ssRNA_65592,ssRNA_91429"
VC_2875_0,9,51.92795183,0,1,1,0,0,36,36,1,0,1,1,1,"ssRNA_14448,ssRNA_3912,ssRNA_4140,ssRNA_41874,ssRNA_43323,ssRNA_60628,ssRNA_76518,ssRNA_89595,ssRNA_99459"
VC_2876_0,8,303.8159734,317.1274885,0.489281218,6.87E-19,0,0,28,28,1,0,1,1,1,"ssRNA_21039,ssRNA_27279,ssRNA_29162,ssRNA_3898,ssRNA_47689,ssRNA_75723,ssRNA_89257,ssRNA_99224"
VC_2877_0,9,223.5231864,0,1,1,0,0,36,36,1,0,1,1,1,"ssRNA_14552,ssRNA_53053,ssRNA_53057,ssRNA_53982,ssRNA_55258,ssRNA_56670,ssRNA_62290,ssRNA_62291,ssRNA_96153"
VC_2878_0,4,8.654658639,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_14560,ssRNA_2840,ssRNA_34746,ssRNA_96155"
VC_2879_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_14567,ssRNA_20368"
VC_287_0,6,1581.515739,6503.136717,0.195619508,2.84E-10,2,8.306623863,15,15,1,6.82623456,1,2,2,"KM389229,KT887558,KX198612,MG707188,Pseudomonas~phage~MD8,Pseudomonas~phage~phi2"
VC_2880_0,6,93.134661,0,1,1,0,0,15,15,1,0,1,1,1,"ssRNA_14576,ssRNA_33390,ssRNA_52417,ssRNA_54455,ssRNA_66735,ssRNA_85666"
VC_2881_0,11,341.493757,0,1,1,0,0,55,55,1,0,1,1,1,"ssRNA_14577,ssRNA_18880,ssRNA_21977,ssRNA_47755,ssRNA_51623,ssRNA_78888,ssRNA_78889,ssRNA_78890,ssRNA_83256,ssRNA_95143,ssRNA_97203"
VC_2882_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_14584,ssRNA_65102"
VC_2883_0,8,169.6369473,0,1,0,0,0,28,28,1,0,1,1,1,"ssRNA_14585,ssRNA_14586,ssRNA_29699,ssRNA_29700,ssRNA_36636,ssRNA_40056,ssRNA_61906,ssRNA_75415"
VC_2884_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_14758,ssRNA_43699"
VC_2885_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_15296,ssRNA_85054"
VC_2886_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_15436,ssRNA_53100"
VC_2887_0,3,18.6269322,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_16152,ssRNA_32477,ssRNA_84258"
VC_2888_0,3,22.0644053,0,1,0,0,1,3,3,1,0.666666667,1,1,1,"ssRNA_16165,ssRNA_38613,ssRNA_85411"
VC_2889_0,3,18.6269322,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_16168,ssRNA_78166,ssRNA_84272"
VC_288_0,2,300,2491.40178,0.107472884,0.044198029,2,2,1,1,1,2,1,2,2,"KT968831,Pseudomonas~phage~YMC11/02/R656"
VC_2890_0,2,5.606917409,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_16169,ssRNA_92783"
VC_2891_0,5,108.5057048,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_1639,ssRNA_341,ssRNA_66050,ssRNA_85336,ssRNA_98596"
VC_2892_0,5,14.42443107,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_16552,ssRNA_2857,ssRNA_41193,ssRNA_47805,ssRNA_87086"
VC_2894_0,2,10.15160047,43.65609901,0.188664458,0.068697413,1,1,1,1,1,1,1,1,1,"ssRNA_84872,ssRNA_89357"
VC_2895_0,3,18.6269322,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_16647,ssRNA_79978,ssRNA_85338"
VC_2896_0,5,14.42443107,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_16698,ssRNA_16699,ssRNA_61896,ssRNA_63262,ssRNA_86588"
VC_2897_0,4,37.2538644,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_16711,ssRNA_19409,ssRNA_40031,ssRNA_44122"
VC_2898_0,8,173.8513672,0,1,1,0,0,28,28,1,0,1,1,1,"ssRNA_16837,ssRNA_26327,ssRNA_3903,ssRNA_45907,ssRNA_58139,ssRNA_62273,ssRNA_89103,ssRNA_98687"
VC_2899_0,2,15.39525107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_16958,ssRNA_16959"
VC_289_0,4,1040.608485,114.7345715,0.900692205,6.02E-05,2.236067977,6.633249581,6,6,1,5.117795321,1,2,2,"KJ507100,MT104473,MT104475,Pseudomonas~phage~phiPSA1"
VC_28_0,13,3639.262798,2132.459113,0.630533289,5.81E-30,1,8,78,78,1,5.378842475,1,1,1,"AB036666,AB161975,HQ906662,HQ906663,HQ906664,HQ906665,KX522565,MK976036,MN180248,MN180249,MN180250,MN180251,MN180252"
VC_2900_0,3,4.32732932,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_1705,ssRNA_82876,ssRNA_85048"
VC_2901_0,3,4.32732932,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_1708,ssRNA_51388,ssRNA_55615"
VC_2902_0,3,18.6269322,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_17565,ssRNA_17570,ssRNA_79652"
VC_2903_0,3,18.6269322,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_17654,ssRNA_76196,ssRNA_98339"
VC_2904_0,5,60.71077089,8.611785978,0.87577224,0.014359848,0,1,10,10,1,0.6,1,1,1,"ssRNA_17658,ssRNA_28566,ssRNA_61824,ssRNA_74323,ssRNA_85933"
VC_2905_0,3,4.32732932,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_18076,ssRNA_39800,ssRNA_83867"
VC_2906_0,4,8.654658639,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_18142,ssRNA_26887,ssRNA_64075,ssRNA_80422"
VC_2907_0,2,10.85057048,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_18446,ssRNA_42992"
VC_2909_0,2,6.2089774,11.21383482,0.356370563,0.239750061,0,0,1,1,1,0,1,1,1,"ssRNA_47055,ssRNA_66012"
VC_290_0,24,76710.70544,937.0330675,0.987932256,8.47E-70,0,4.472135955,276,276,1,1.837628284,1,1,1,"KX581090,KX581091,KX581092,KX581093,KX581094,KX581095,KX581096,KX581097,KX581098,KX581099,KX581100,KY658673,KY658674,KY658675,KY658676,KY658677,KY658678,KY658679,KY658680,MK672799,MK672800,MK672801,MK672803,MK672804"
VC_2911_0,6,111.693482,30.64151561,0.784722548,0.076814143,0,1.414213562,15,15,1,0.848528137,1,1,1,"ssRNA_18670,ssRNA_20637,ssRNA_41167,ssRNA_80807,ssRNA_80808,ssRNA_9681"
VC_2912_0,2,6.2089774,11.21383482,0.356370563,0.239750061,0,0,1,1,1,0,1,1,1,"ssRNA_49564,ssRNA_80812"
VC_2914_0,5,62.089774,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_18868,ssRNA_34045,ssRNA_52378,ssRNA_61463,ssRNA_97240"
VC_2915_0,3,18.6269322,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_18869,ssRNA_35654,ssRNA_55968"
VC_2916_0,3,18.6269322,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_18872,ssRNA_29913,ssRNA_63787"
VC_2917_0,7,130.3885254,0,1,1,0,0,21,21,1,0,1,1,1,"ssRNA_18878,ssRNA_58133,ssRNA_64439,ssRNA_84867,ssRNA_9702,ssRNA_9703,ssRNA_9713"
VC_2918_0,11,341.493757,0,1,1,0,0,55,55,1,0,1,1,1,"ssRNA_18881,ssRNA_34987,ssRNA_46562,ssRNA_54010,ssRNA_54458,ssRNA_61883,ssRNA_69107,ssRNA_71657,ssRNA_79968,ssRNA_82752,ssRNA_97238"
VC_2919_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_1890,ssRNA_904"
VC_291_0,2,10.89352129,252.8292229,0.041306719,0.045813255,2.828427125,2.828427125,1,1,1,2.828427125,1,1,1,"dsDNA_phage_258,dsDNA_phage_410"
VC_2920_0,4,8.654658639,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_1891,ssRNA_66216,ssRNA_94806,ssRNA_97209"
VC_2921_0,5,14.42443107,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_1901,ssRNA_31350,ssRNA_87322,ssRNA_90214,ssRNA_95300"
VC_2922_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_19401,ssRNA_82145"
VC_2923_0,4,39.48721752,10.00971855,0.797770946,0.024613728,0,1,6,6,1,0.666666667,1,1,1,"ssRNA_1969,ssRNA_71209,ssRNA_86423,ssRNA_947"
VC_2924_0,3,4.32732932,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_20207,ssRNA_35399,ssRNA_57482"
VC_2925_0,4,8.654658639,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_20225,ssRNA_64466,ssRNA_8878,ssRNA_99792"
VC_2926_0,4,37.2538644,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_20382,ssRNA_48866,ssRNA_65096,ssRNA_85330"
VC_2927_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_20383,ssRNA_37252"
VC_2928_0,6,136.5402918,25.02429638,0.84511274,0.000222732,0,1,15,15,1,0.333333333,1,1,1,"ssRNA_20401,ssRNA_49099,ssRNA_49937,ssRNA_60626,ssRNA_85308,ssRNA_92415"
VC_2929_0,3,18.6269322,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_20407,ssRNA_92788,ssRNA_96292"
VC_292_0,4,143.2070322,2004.651994,0.066674316,0.000876135,6.244997998,8.831760866,6,6,1,7.455074239,1,1,1,"MT104474,dsDNA_phage_150,dsDNA_phage_158,dsDNA_phage_498"
VC_2930_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_20426,ssRNA_58503"
VC_2931_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_20429,ssRNA_62329"
VC_2932_0,6,93.134661,0,1,1,0,0,15,15,1,0,1,1,1,"ssRNA_20431,ssRNA_34732,ssRNA_35647,ssRNA_49935,ssRNA_53561,ssRNA_62266"
VC_2933_0,5,14.42443107,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_20630,ssRNA_2293,ssRNA_44036,ssRNA_63417,ssRNA_70800"
VC_2934_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_20640,ssRNA_66364"
VC_2935_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_20705,ssRNA_42559"
VC_2936_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_21450,ssRNA_943"
VC_2937_0,3,22.0644053,0,1,0,0,1,3,3,1,0.666666667,1,1,1,"ssRNA_21464,ssRNA_46715,ssRNA_5991"
VC_2938_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_21791,ssRNA_22412"
VC_2939_0,6,21.6366466,0,1,1,0,0,15,15,1,0,1,1,1,"ssRNA_22401,ssRNA_31592,ssRNA_36146,ssRNA_41553,ssRNA_704,ssRNA_83356"
VC_293_0,5,835.5014056,2435.070632,0.255460328,6.60E-08,1.414213562,7.810249676,10,10,1,6.314932921,1,2,2,"AP018361,AY131267,AY605066,Lactobacillus~phage~Lc-Nu,Lactobacillus~phage~phiAT3"
VC_2940_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_22482,ssRNA_32976"
VC_2941_0,3,20.96749528,0,1,0,0,1,3,3,1,0.666666667,1,1,1,"ssRNA_22509,ssRNA_27165,ssRNA_53727"
VC_2942_0,7,90.3766622,0,1,0,0,1.732050808,21,21,1,1.114927838,1,1,1,"ssRNA_22614,ssRNA_42744,ssRNA_47761,ssRNA_52343,ssRNA_60685,ssRNA_67524,ssRNA_71206"
VC_2944_0,5,62.089774,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_22699,ssRNA_54853,ssRNA_61809,ssRNA_78264,ssRNA_82209"
VC_2945_0,2,5.606917409,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_2291,ssRNA_24542"
VC_2946_0,5,14.42443107,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_2294,ssRNA_2295,ssRNA_2296,ssRNA_2297,ssRNA_67706"
VC_2947_0,3,22.0644053,0,1,0,0,1,3,3,1,0.666666667,1,1,1,"ssRNA_23120,ssRNA_41154,ssRNA_70547"
VC_2948_0,7,170.7838563,25.02429638,0.872199926,0.000155646,0,1,21,21,1,0.476190476,1,1,1,"ssRNA_23145,ssRNA_23303,ssRNA_33232,ssRNA_86877,ssRNA_87487,ssRNA_90621,ssRNA_92228"
VC_2949_0,2,5.004859276,25.02429638,0.166666667,1,1.414213562,1.414213562,1,1,1,1.414213562,1,1,1,"ssRNA_33236,ssRNA_87591"
VC_294_0,2,172.2757297,232.1666912,0.425958606,0.046739398,1.414213562,1.414213562,1,1,1,1.414213562,1,2,2,"HQ141411,Lactobacillus~phage~Sha1"
VC_2950_0,4,37.2538644,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_2331,ssRNA_54831,ssRNA_78378,ssRNA_7938"
VC_2951_0,6,93.134661,0,1,1,0,0,15,15,1,0,1,1,1,"ssRNA_23343,ssRNA_59332,ssRNA_67104,ssRNA_72809,ssRNA_73186,ssRNA_8943"
VC_2952_0,6,93.134661,0,1,1,0,0,15,15,1,0,1,1,1,"ssRNA_23391,ssRNA_26314,ssRNA_55954,ssRNA_65338,ssRNA_8510,ssRNA_89487"
VC_2953_0,4,33.64150631,0,1,0,0,1,6,6,1,0.5,1,1,1,"ssRNA_23399,ssRNA_35651,ssRNA_8887,ssRNA_94029"
VC_2954_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_23422,ssRNA_76046"
VC_2955_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_23431,ssRNA_31014"
VC_2956_0,5,62.089774,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_23442,ssRNA_30691,ssRNA_36689,ssRNA_79853,ssRNA_91270"
VC_2957_0,13,499.4090578,28.03458704,0.946848185,0.083816632,0,1,78,78,1,0.512820513,1,1,1,"ssRNA_23455,ssRNA_42434,ssRNA_42444,ssRNA_44986,ssRNA_44988,ssRNA_44989,ssRNA_48481,ssRNA_49824,ssRNA_50706,ssRNA_54830,ssRNA_63953,ssRNA_81580,ssRNA_94919"
VC_2958_0,5,62.089774,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_23478,ssRNA_54120,ssRNA_61911,ssRNA_79863,ssRNA_79864"
VC_2959_0,4,37.2538644,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_23719,ssRNA_48176,ssRNA_68627,ssRNA_78399"
VC_295_0,2,21.2770308,148.7936281,0.125107005,0.049289331,1.732050808,1.732050808,1,1,1,1.732050808,1,1,1,"LT985589,LT993247"
VC_2960_0,3,17.42281222,5.606917409,0.756535682,0.5,0,1,3,3,1,0.666666667,1,1,1,"ssRNA_23752,ssRNA_54806,ssRNA_63731"
VC_2961_0,2,5.004859276,0,1,0,1,1,1,1,1,1,1,1,1,"ssRNA_23753,ssRNA_84444"
VC_2962_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_23767,ssRNA_92784"
VC_2963_0,3,4.32732932,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_24108,ssRNA_60188,ssRNA_65474"
VC_2964_0,2,5.606917409,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_24373,ssRNA_51417"
VC_2965_0,4,37.2538644,0,1,1,0,0,6,6,1,0,1,1,1,"ssRNA_24380,ssRNA_24381,ssRNA_50708,ssRNA_87758"
VC_2966_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_24383,ssRNA_3788"
VC_2967_0,10,347.9786027,164.2270486,0.67937283,1.36E-09,0,1.414213562,45,45,1,0.754247233,1,1,1,"ssRNA_24421,ssRNA_27267,ssRNA_30901,ssRNA_35594,ssRNA_39247,ssRNA_6556,ssRNA_78037,ssRNA_81194,ssRNA_89340,ssRNA_91620"
VC_2969_0,3,18.6269322,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_2471,ssRNA_37380,ssRNA_55672"
VC_296_0,2,64.68073188,227.0167954,0.221739048,0.053009565,6.708203932,6.708203932,1,1,1,6.708203932,1,1,1,"MH837542,MH837543"
VC_2970_0,2,6.2089774,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_2475,ssRNA_91802"
VC_2971_0,3,4.32732932,0,1,1,0,0,3,3,1,0,1,1,1,"ssRNA_2480,ssRNA_46073,ssRNA_73592"
VC_2972_0,2,1.442443107,0,1,0,0,0,1,1,1,0,1,1,1,"ssRNA_24836,ssRNA_94280"
VC_2973_0,10,64.90993979,0,1,1,0,0,45,45,1,0,1,1,1,"ssRNA_24841,ssRNA_24842,ssRNA_24843,ssRNA_47797,ssRNA_50722,ssRNA_50723,ssRNA_59718,ssRNA_7273,ssRNA_95547,ssRNA_95549"
VC_2975_0,3,17.42281222,0,1,0,0,0,3,3,1,0,1,1,1,"ssRNA_2494,ssRNA_35022,ssRNA_52769"
VC_2976_0,3,22.0644053,0,1,0,0,1,3,3,1,0.666666667,1,1,1,"ssRNA_25119,ssRNA_40585,ssRNA_45797"
VC_2979_0,5,62.089774,0,1,1,0,0,10,10,1,0,1,1,1,"ssRNA_2550,ssRNA_58175,ssRNA_68641,ssRNA_71204,ssRNA_74727"
